Date,Score,Reviews
"Nov 22, 2022",NEUTRAL,"Maybe the sequel or whatever movie they make next with these characters in it will make this one better, but it just felt like it dragged. It was scattered at times and hard to follow. Hopefully they expand on Eros in an upcoming film as well as the rest of the characters. I was hoping for more but all in all it was mediocre at best. "
"Nov 21, 2022",NEUTRAL,"While not your standard addition to the MCU, this film is better than it's given credit for. The production is amazing, the visuals are absolutely gorgeous, the scope of the Celestials is captured perfectly, a few of the characters are genuinely likable and Ramin Djawadi once again provides a wonderful score."
"Nov 20, 2022",NEGATIVE,This was the worst movie marvel has ever put out and being a huge marvel fan this was unlike them and I hope this is not what we have to look forward too in the future sense Stan lee has passed.
"Nov 19, 2022",POSITIVE,One of the best comic movies created! I don't understand how the critics gave such a low score on this one while on other crap super hero movies and series like She Hulk and Thor Love and Thunder gave a much better one! I don't think you know what you are doing anymore! Hopefully the eternals will be combined in the future story of marvel.
"Nov 19, 2022",POSITIVE,"One of the best MCU movies, well integrated in this world and interesting for his cosmic future!"
"Nov 19, 2022",NEGATIVE,Definitely my least favorite of the marvel movies. Just was not very good.
"Nov 16, 2022",NEGATIVE,this movie was fine but just so long and wasn't very entertaining at times.
"Nov 14, 2022",NEUTRAL,"This defiantly would have worked a lot better as a Disney+ series. It was a little boring in quite a few places and there were a few plot points that I thought could have done with refining, but it was alright."
"Nov 14, 2022",NEGATIVE,"una pelicula muy hermosa en sus visuales artística , pero muy aburrida en la trama.
la tuve que ver por pedazos. muy lenta."
"Nov 14, 2022",NEUTRAL,A necessary but bloated introduction for the large cast of eternals that suffers from a dragging run time and a lack of screen time for the more interesting characters.
"Nov 14, 2022",NEGATIVE,"The Eternals was interesting. I can see where Cretton was going...but it was not good at all. The visual effects were great, but the poor plot was gross. This definitely could have been a series instead, especially with all of the new characters introduced (Which is what likely confused fans). Now I see why no Eternals merchandise really sells."
"Nov 14, 2022",NEGATIVE,"Filme fraquíssimo, personagens EXTREMAMENTE superficiais e fracos, escolhas de roteiro ruins e a única coisa que salva são algumas cenas de ação"
"Nov 13, 2022",NEUTRAL,"This film isn't for everyone. However, for me, I appreciate the bold decisions made by the director."
"Nov 13, 2022",NEGATIVE,Worst Marvel film ever.
"Nov 10, 2022",POSITIVE,"Bem legal , divertido."
"Nov 10, 2022",NEUTRAL,"Felt like Captain America Civil War to me with the characters fighting amongst themselves, but the story is decent and the action is solid, and with a twist at the end, Marvel is in a new darker direction that should leave audiences wondering what's next for the MCU?"
"Nov 9, 2022",NEGATIVE,The movie is bland and uninteresting
"Nov 9, 2022",NEGATIVE,Chole zao didn't knew what kind of movie she wanted to make. The movie was struggling between Diving into the past which didn't have any gold in it(was not interesting) and also in the present it's hard to focus on one person which was gema chans character as with every 20 mins they were introducing characters again and again and was reintroducing the plot in different way in every 30 mins . The villain was ehhhhhhh and wasn't developed and the villain looked like lots of cable mixed in a drawer. The best character and acting  belong to Kit harrington in this movie
"Nov 9, 2022",NEUTRAL,"At the same time the movie feels barren with not much happening on screen, it feels really rushed with too much new stuff to introduce. It'd be better as a Disney+ series, but still far better than the worse mcu movies like thor 2 for example"
"Nov 9, 2022",NEUTRAL,"A watershed, but for me it was an interesting film. Seeing a group of heroes come together again made me happy, little action, but enough and beautiful CGI."
"Nov 6, 2022",NEGATIVE,"Probably one of the slowest mcu movies.  Copious back stories and pacing make the movie feel really slow.  Looked beautiful though.  The most interesting character flew himself into the sun, making any sequel look even less inspiring."
"Nov 6, 2022",NEUTRAL,"For 11/2021:
Marvel Studios presents their next big team of superheroes
Directed by Chloe Zao she assembles a very rich, diversified cast in this long roster
After Thanos wiped out half the universe and Tony Stark bringing everyone back due to his sacrifice it provided the necessary energy to create an event called the Emergence; basically this would wipe the slate clean on planet Earth for other worlds to exist 
7,000 years ago beings called Eternals gifted with immortality and amazing powers arrived from the planet Olympia or did they?; they were instructed to not interfere with human history or conflicts by Celestials unless creatures called Deviants were involved
The Eternals comprise of 5 fighters and 5 thinkers; Ikaris who can fly, shoot beams from his eyes, and have superhuman strength, Makkari who has super speed and is deaf, Thena the goddess of war who can create all kinds of weapons, Sersi who can manipulate matter, Druig who can control people's minds, Kingo who's a Bollywood star but more joking than anyone that can fire projectiles from his hands, Phastos who can control any type of technology, Ajak who can heal people, Gilgamesh who can deliver super powered punches, and Sprite who can create illusions
Even though they've shaped our cultures and civilizations since the dawn of time it's a heavy burden for them all they couldn't lift a finger to help humanity, heck they even explain why they didn't help the Avengers 
Now with the Emergence on the rise these immortal warriors have to band together to protect what they now hold dear even going against their prime directive
Kros, is one their many obstacles being in charge of the Deviants making them believe they can't protect humans next to Jemiah the Analyzer who created the Eternals and Arishem, their master 
It's the 3rd longest MCU entry next to 'Avengers: Infinity War and Endgame' but still good for fans that have been keeping with this franchise since 2008; brings all the enjoyment you'd expect albeit minor flaws included 
It takes some getting used to the exposition 
But the action is impressive, love the big world building, this rich diverse cast, the costumes, and it opens more of the Marvel Cinematic Universe in multiple directions 
Love this musical score too 
Ajax is the almighty leader yet she can't let anyone interfere with human history lest them hindering their natural evolution, Kingo is the funny comic relief with his Bollywood personality, Sprite is the free youthful spirit being that she's stunted in her growth being an immortal teenager, Sersi is the heart of the group feeling she used to have a romance with Ikkaris, Thena is the fierce warrior sticking to her duties yet she's feeling weak with her memories since she's been around for eons, Druig wishes everyone should have a common ground, Gilgamesh is the calming one for Thena, and Phastos feels ashamed of his tinkering considering how humans have used machines to kill each other so he's found human connection living a domestic life 
This entry is more dramatic than bombastic or cartoony which might not sit well with many; 
villains are kinda lame to be honest with Kro only being in here for 5 min and Arishem who's kinda sitting in the background
It stinks 2 characters in here are axed off quick being part of this main family 
A lot of the environments feel empty and boring since it's a lot of deserts, oceans, grass fields, beaches and volcanoes 
Still, it does show how others involved with humanity's development would've shifted things allowing us to evolve, thrive, learn from our mistakes 
Human nature is what it is; sometimes it's unavoidable or not our place to change what has to unfold 
Without our flaws and mistakes we couldn't stand out or learn to be better 
Chloe Zhao knows her characters and their interpersonal relationships, she has them dig deep into themselves about whether they should do more than what they were made for or not bother getting attached to a planet inhabited
It's definitely a heavy toll being immortal and having to watch over civilizations far slower than others as far as weapons and modern technology 
One of those rare superhero films to make the viewer think
The casting here is also a true profession of representation in film
The mid credits scene is crazy and the after credits scene....very ambiguous 
It's a lot of mystery for the future to unfold that's for sure 
25 movies in and Marvel Studios is still showing their love and passion for an ever-expanding multitude of stories from the pages of the comics 
This one isn't perfect and will be very divisive but you can tell they are trying to open more doors for further adventures and that's fine by me as a comic book movie lover"
